indices,forgetting counts,forgettable,targets
15650,0,0,9
15651,0,0,2
15652,0,0,3
15653,3,1,7
15654,0,0,7
15655,0,0,9
15656,0,0,7
15657,0,0,3
15658,3,1,9
15659,0,0,6
15660,0,0,8
15661,0,0,3
15662,0,0,3
15663,0,0,6
15664,0,0,2
15665,0,0,6
15666,0,0,3
15667,2,1,0
15668,0,0,9
15669,0,0,1
15670,0,0,3
15671,0,0,2
15672,0,0,8
15673,0,0,3
15674,24,1,2
15675,0,0,2
15676,0,0,9
15677,0,0,8
15678,9,1,4
15679,2,1,6
15680,0,0,6
15681,0,0,3
15682,0,0,1
15683,0,0,7
15684,3,1,0
15685,0,0,0
15686,0,0,2
15687,3,1,2
15688,0,0,1
15689,0,0,8
15690,0,0,1
15691,0,0,1
15692,0,0,4
15693,0,0,9
15694,0,0,1
15695,0,0,8
15696,0,0,5
15697,0,0,1
15698,0,0,7
15699,0,0,5
15700,0,0,2
15701,40,1,6
15702,0,0,9
15703,1,1,4
15704,0,0,6
15705,0,0,5
15706,0,0,1
15707,0,0,4
15708,24,1,0
15709,0,0,5
15710,3,1,8
15711,0,0,9
15712,0,0,0
15713,0,0,2
15714,0,0,0
15715,1,1,7
15716,31,1,6
15717,11,1,2
15718,0,0,6
15719,0,0,8
15720,0,0,5
15721,0,0,1
15722,21,1,6
15723,0,0,7
15724,26,1,0
15725,26,1,4
15726,0,0,9
15727,0,0,9
15728,0,0,9
15729,0,0,9
15730,0,0,7
15731,0,0,0
15732,5,1,8
15733,0,0,3
15734,0,0,6
15735,31,1,6
15736,0,0,9
15737,3,1,6
15738,11,1,2
15739,17,1,2
15740,0,0,9
15741,2,1,9
15742,0,0,8
15743,2,1,3
15744,0,0,5
15745,7,1,1
15746,4,1,5
15747,0,0,8
15748,0,0,8
15749,0,0,5
15750,0,0,2
15751,0,0,3
15752,6,1,8
15753,0,0,5
15754,0,0,8
15755,0,0,3
15756,0,0,4
15757,5,1,0
15758,2,1,6
15759,6,1,6
15760,7,1,4
15761,0,0,4
15762,0,0,7
15763,3,1,4
15764,3,1,4
15765,0,0,7
15766,0,0,4
15767,0,0,3
15768,0,0,6
15769,0,0,1
15770,0,0,7
15771,3,1,2
15772,0,0,8
15773,0,0,1
15774,0,0,9
15775,0,0,0
15776,0,0,0
15777,0,0,8
15778,1,1,6
15779,1,1,2
15780,0,0,1
15781,2,1,4
15782,0,0,4
15783,0,0,3
15784,0,0,0
15785,0,0,5
15786,0,0,0
15787,0,0,2
15788,12,1,2
15789,0,0,7
15790,0,0,7
15791,0,0,5
15792,0,0,3
15793,0,0,2
15794,5,1,4
15795,13,1,6
15796,0,0,5
15797,0,0,4
15798,0,0,8
15799,0,0,5
15800,1,1,9
15801,0,0,1
15802,35,1,7
15803,0,0,1
15804,0,0,0
15805,12,1,4
15806,0,0,0
15807,0,0,9
15808,1,1,4
15809,0,0,9
15810,0,0,7
15811,0,0,4
15812,0,0,7
15813,0,0,5
15814,0,0,7
15815,0,0,9
15816,10,1,7
15817,0,0,4
15818,0,0,4
15819,0,0,3
15820,0,0,3
15821,0,0,8
15822,0,0,3
15823,0,0,8
15824,0,0,9
15825,0,0,8
15826,200,1,2
15827,0,0,2
15828,0,0,5
15829,0,0,9
15830,0,0,4
15831,0,0,2
15832,0,0,8
15833,0,0,7
15834,5,1,6
15835,0,0,6
15836,0,0,1
15837,12,1,4
15838,13,1,2
15839,0,0,7
15840,21,1,6
15841,16,1,6
15842,0,0,8
15843,2,1,9
15844,0,0,3
15845,1,1,4
15846,2,1,2
15847,0,0,2
15848,0,0,3
15849,0,0,1
15850,0,0,8
15851,0,0,5
15852,0,0,5
15853,0,0,9
15854,0,0,9
15855,0,0,5
15856,12,1,9
15857,0,0,3
15858,2,1,4
15859,0,0,7
15860,0,0,3
15861,0,0,1
15862,0,0,7
15863,1,1,3
15864,0,0,9
15865,12,1,3
15866,1,1,8
15867,16,1,0
15868,0,0,9
15869,0,0,7
15870,0,0,4
15871,0,0,7
15872,0,0,6
15873,19,1,6
15874,0,0,5
15875,0,0,4
15876,14,1,6
15877,0,0,8
15878,0,0,5
15879,0,0,3
15880,6,1,2
15881,28,1,4
15882,0,0,7
15883,0,0,4
15884,0,0,5
15885,5,1,2
15886,3,1,5
15887,7,1,4
15888,0,0,1
15889,0,0,1
15890,0,0,3
15891,34,1,2
15892,0,0,7
15893,0,0,3
15894,0,0,9
15895,0,0,5
15896,0,0,8
15897,0,0,9
15898,0,0,2
15899,12,1,6
15900,0,0,1
15901,0,0,1
15902,2,1,9
15903,4,1,2
15904,0,0,8
15905,0,0,8
15906,0,0,3
15907,0,0,7
15908,0,0,3
15909,0,0,3
15910,13,1,6
15911,18,1,4
15912,0,0,7
15913,3,1,0
15914,0,0,6
15915,1,1,2
15916,0,0,6
15917,27,1,2
15918,0,0,2
15919,0,0,1
15920,0,0,7
15921,0,0,8
15922,15,1,4
15923,0,0,1
15924,0,0,7
15925,0,0,2
15926,9,1,7
15927,0,0,8
15928,0,0,9
15929,2,1,5
15930,0,0,0
15931,28,1,4
15932,0,0,3
15933,6,1,2
15934,0,0,0
15935,2,1,4
15936,0,0,7
15937,0,0,2
15938,2,1,0
15939,17,1,6
15940,0,0,4
15941,3,1,6
15942,8,1,4
15943,0,0,7
15944,0,0,1
15945,1,1,6
15946,0,0,3
15947,0,0,7
15948,1,1,3
15949,0,0,9
15950,0,0,3
15951,0,0,4
15952,0,0,7
15953,0,0,2
15954,0,0,8
15955,23,1,0
15956,5,1,7
15957,0,0,3
15958,0,0,6
15959,2,1,6
15960,0,0,4
15961,0,0,8
15962,0,0,7
15963,0,0,1
15964,15,1,6
15965,0,0,5
15966,2,1,0
15967,0,0,1
15968,0,0,4
15969,0,0,8
15970,2,1,4
15971,12,1,4
15972,0,0,8
15973,0,0,8
15974,0,0,1
15975,0,0,3
15976,0,0,9
15977,0,0,7
15978,0,0,8
15979,0,0,8
15980,0,0,5
15981,0,0,5
15982,0,0,3
15983,0,0,5
15984,0,0,1
15985,3,1,8
15986,0,0,6
15987,0,0,4
15988,0,0,1
15989,0,0,6
15990,0,0,7
15991,0,0,8
15992,7,1,6
15993,0,0,5
15994,0,0,8
15995,0,0,8
15996,0,0,1
15997,0,0,7
15998,0,0,1
15999,0,0,4
16000,0,0,5
16001,14,1,2
16002,0,0,5
16003,200,1,4
16004,22,1,0
16005,0,0,2
16006,3,1,4
16007,0,0,2
16008,0,0,2
16009,0,0,3
16010,0,0,2
16011,0,0,1
16012,0,0,2
16013,0,0,3
16014,0,0,8
16015,0,0,7
16016,1,1,9
16017,2,1,4
16018,0,0,8
16019,0,0,7
16020,5,1,2
16021,0,0,5
16022,0,0,9
16023,16,1,3
16024,0,0,8
16025,0,0,6
16026,0,0,7
16027,0,0,7
16028,0,0,9
16029,17,1,8
16030,0,0,6
16031,0,0,2
16032,0,0,1
16033,6,1,4
16034,0,0,0
16035,0,0,7
16036,0,0,8
16037,8,1,3
16038,1,1,6
16039,4,1,4
16040,0,0,0
16041,0,0,6
16042,20,1,0
16043,2,1,6
16044,0,0,8
16045,15,1,4
16046,0,0,4
16047,6,1,7
16048,4,1,7
16049,0,0,0
16050,2,1,7
16051,1,1,3
16052,0,0,8
16053,32,1,4
16054,14,1,6
16055,12,1,3
16056,0,0,8
16057,0,0,3
16058,0,0,8
16059,0,0,7
16060,0,0,8
16061,3,1,4
16062,0,0,9
16063,0,0,5
16064,0,0,3
16065,13,1,6
16066,22,1,6
16067,0,0,5
16068,0,0,4
16069,0,0,7
16070,0,0,3
16071,0,0,7
16072,0,0,8
16073,0,0,1
16074,0,0,5
16075,0,0,1
16076,0,0,7
16077,1,1,3
16078,0,0,8
16079,0,0,5
16080,0,0,3
16081,0,0,8
16082,0,0,7
16083,3,1,2
16084,0,0,5
16085,0,0,5
16086,0,0,1
16087,4,1,5
16088,2,1,2
16089,0,0,8
16090,0,0,4
16091,17,1,4
16092,10,1,7
16093,0,0,5
16094,0,0,1
16095,0,0,2
16096,1,1,3
16097,0,0,2
16098,18,1,1
16099,0,0,7
16100,0,0,1
16101,3,1,0
16102,1,1,9
16103,0,0,5
16104,0,0,2
16105,19,1,9
16106,2,1,6
16107,0,0,1
16108,2,1,3
16109,0,0,9
16110,0,0,7
16111,0,0,7
16112,18,1,9
16113,0,0,5
16114,6,1,2
16115,5,1,0
16116,0,0,0
16117,0,0,1
16118,21,1,0
16119,0,0,6
16120,0,0,4
16121,0,0,4
16122,0,0,3
16123,0,0,7
16124,0,0,7
16125,20,1,6
16126,1,1,0
16127,0,0,1
16128,0,0,1
16129,0,0,3
16130,0,0,1
16131,29,1,4
16132,0,0,4
16133,0,0,6
16134,0,0,8
16135,0,0,9
16136,0,0,7
16137,15,1,0
16138,0,0,5
16139,2,1,2
16140,0,0,9
16141,10,1,3
16142,0,0,0
16143,10,1,2
16144,0,0,0
16145,0,0,7
16146,0,0,9
16147,0,0,9
16148,0,0,0
16149,25,1,6
16150,0,0,8
16151,1,1,0
16152,1,1,5
16153,1,1,7
16154,16,1,3
16155,0,0,7
16156,0,0,1
16157,1,1,6
16158,0,0,1
16159,0,0,7
16160,0,0,6
16161,0,0,3
16162,0,0,5
16163,3,1,7
16164,0,0,3
16165,5,1,1
16166,13,1,4
16167,2,1,1
16168,0,0,3
16169,31,1,4
16170,0,0,6
16171,0,0,3
16172,8,1,2
16173,0,0,7
16174,37,1,6
16175,0,0,7
16176,0,0,8
16177,0,0,3
16178,0,0,0
16179,0,0,9
16180,1,1,7
16181,1,1,9
16182,0,0,1
16183,17,1,4
16184,0,0,1
16185,0,0,8
16186,5,1,3
16187,0,0,8
16188,23,1,6
16189,0,0,3
16190,0,0,8
16191,0,0,1
16192,0,0,1
16193,0,0,6
16194,0,0,3
16195,12,1,4
16196,1,1,9
16197,0,0,1
16198,1,1,3
16199,0,0,0
16200,0,0,9
16201,2,1,6
16202,0,0,7
16203,0,0,9
16204,0,0,3
16205,0,0,3
16206,1,1,4
16207,7,1,0
16208,0,0,0
16209,1,1,2
16210,21,1,6
16211,0,0,4
16212,0,0,7
16213,0,0,3
16214,0,0,4
16215,1,1,7
16216,4,1,2
16217,0,0,7
16218,0,0,5
16219,0,0,7
16220,0,0,3
16221,0,0,8
16222,12,1,2
16223,4,1,7
16224,17,1,6
16225,1,1,6
16226,2,1,7
16227,0,0,9
16228,0,0,3
16229,0,0,7
16230,0,0,8
16231,3,1,0
16232,5,1,3
16233,0,0,0
16234,0,0,8
16235,1,1,2
16236,0,0,2
16237,0,0,2
16238,0,0,8
16239,0,0,5
16240,0,0,9
16241,0,0,7
16242,17,1,0
16243,0,0,9
16244,0,0,8
16245,0,0,8
16246,200,1,6
16247,0,0,2
16248,0,0,6
16249,0,0,2
16250,0,0,9
16251,0,0,9
16252,1,1,7
16253,0,0,5
16254,0,0,2
16255,0,0,7
16256,0,0,4
16257,0,0,5
16258,17,1,4
16259,0,0,6
16260,0,0,1
16261,0,0,3
16262,0,0,1
16263,0,0,7
16264,4,1,0
16265,5,1,3
16266,1,1,0
16267,0,0,9
16268,1,1,7
16269,0,0,7
16270,8,1,0
16271,0,0,8
16272,0,0,5
16273,16,1,2
16274,0,0,7
16275,24,1,2
16276,23,1,6
16277,0,0,5
16278,7,1,0
16279,0,0,7
16280,1,1,0
16281,0,0,5
16282,7,1,2
16283,0,0,1
16284,0,0,7
16285,0,0,7
16286,0,0,7
16287,0,0,3
16288,0,0,1
16289,0,0,9
16290,0,0,7
16291,0,0,1
16292,33,1,6
16293,1,1,3
16294,0,0,1
16295,0,0,4
16296,0,0,1
16297,14,1,6
16298,0,0,8
16299,0,0,9
16300,0,0,1
16301,0,0,0
16302,0,0,5
16303,0,0,2
16304,12,1,7
16305,0,0,8
16306,0,0,7
16307,2,1,4
16308,0,0,7
16309,0,0,3
16310,4,1,6
16311,0,0,2
16312,0,0,7
16313,8,1,3
16314,0,0,1
16315,0,0,9
16316,0,0,2
16317,36,1,6
16318,0,0,5
16319,12,1,4
16320,0,0,8
16321,0,0,1
16322,0,0,6
16323,1,1,9
16324,0,0,6
16325,1,1,3
16326,0,0,2
16327,0,0,6
16328,0,0,5
16329,0,0,1
16330,0,0,5
16331,12,1,4
16332,0,0,5
16333,0,0,3
16334,0,0,9
16335,0,0,9
16336,14,1,6
16337,5,1,6
16338,11,1,3
16339,0,0,0
16340,0,0,1
16341,0,0,7
16342,0,0,1
16343,0,0,1
16344,0,0,8
16345,0,0,1
16346,0,0,8
16347,0,0,2
16348,0,0,7
16349,0,0,4
16350,13,1,9
16351,0,0,5
16352,0,0,5
16353,0,0,9
16354,0,0,5
16355,0,0,2
16356,0,0,1
16357,4,1,7
16358,0,0,2
16359,1,1,9
16360,6,1,6
16361,200,1,2
16362,0,0,7
16363,3,1,6
16364,3,1,5
16365,0,0,5
16366,0,0,6
16367,0,0,7
16368,13,1,0
16369,21,1,0
16370,22,1,4
16371,1,1,2
16372,0,0,1
16373,0,0,7
16374,0,0,7
16375,0,0,9
16376,1,1,2
16377,3,1,3
16378,1,1,3
16379,2,1,0
16380,0,0,1
16381,0,0,7
16382,0,0,9
16383,0,0,8
16384,0,0,2
16385,11,1,4
16386,0,0,3
16387,0,0,7
16388,0,0,0
16389,0,0,7
16390,0,0,5
16391,1,1,6
16392,0,0,3
16393,0,0,1
16394,0,0,7
16395,0,0,0
16396,0,0,7
16397,12,1,4
16398,2,1,2
16399,0,0,2
16400,0,0,8
16401,0,0,7
16402,0,0,2
16403,0,0,3
16404,0,0,1
16405,1,1,4
16406,0,0,3
16407,0,0,0
16408,0,0,5
16409,0,0,3
16410,1,1,4
16411,1,1,8
16412,1,1,2
16413,0,0,7
16414,0,0,7
16415,0,0,2
16416,0,0,1
16417,0,0,5
16418,0,0,5
16419,0,0,9
16420,0,0,5
16421,0,0,7
16422,0,0,9
16423,6,1,6
16424,21,1,3
16425,0,0,7
16426,0,0,7
16427,7,1,7
16428,1,1,3
16429,0,0,4
16430,0,0,7
16431,0,0,1
16432,25,1,4
16433,2,1,3
16434,0,0,0
16435,30,1,6
16436,0,0,1
16437,0,0,9
16438,0,0,4
16439,0,0,1
16440,0,0,4
16441,0,0,4
16442,6,1,4
16443,0,0,8
16444,0,0,5
16445,0,0,7
16446,0,0,7
16447,0,0,0
16448,0,0,4
16449,0,0,9
16450,1,1,6
16451,0,0,6
16452,0,0,3
16453,0,0,1
16454,0,0,1
16455,0,0,8
16456,0,0,5
16457,0,0,3
16458,4,1,2
16459,0,0,3
16460,0,0,8
16461,0,0,3
16462,10,1,0
16463,0,0,1
16464,0,0,3
16465,0,0,2
16466,0,0,7
16467,0,0,7
16468,0,0,7
16469,0,0,2
16470,0,0,3
16471,0,0,0
16472,0,0,2
16473,0,0,8
16474,1,1,9
16475,0,0,1
16476,22,1,0
16477,0,0,9
16478,1,1,0
16479,0,0,3
16480,1,1,4
16481,0,0,1
16482,11,1,0
16483,46,1,6
16484,1,1,4
16485,0,0,8
16486,0,0,6
16487,0,0,8
16488,0,0,2
16489,22,1,6
16490,12,1,0
16491,11,1,6
16492,3,1,4
16493,0,0,2
16494,1,1,3
16495,0,0,0
16496,0,0,4
16497,12,1,2
16498,0,0,1
16499,0,0,2
16500,0,0,3
16501,0,0,7
16502,2,1,9
16503,0,0,1
16504,0,0,2
16505,0,0,5
16506,27,1,2
16507,0,0,5
16508,0,0,7
16509,0,0,6
16510,5,1,4
16511,16,1,0
16512,0,0,9
16513,0,0,2
16514,3,1,1
16515,200,1,4
16516,0,0,4
16517,0,0,1
16518,0,0,5
16519,0,0,9
16520,0,0,1
16521,0,0,5
16522,0,0,3
16523,0,0,5
16524,0,0,1
16525,0,0,5
16526,0,0,1
16527,0,0,1
16528,200,1,7
16529,0,0,2
16530,1,1,7
16531,0,0,1
16532,0,0,0
16533,3,1,4
16534,0,0,9
16535,0,0,6
16536,0,0,9
16537,4,1,8
16538,17,1,4
16539,20,1,2
16540,0,0,7
16541,3,1,0
16542,11,1,0
16543,0,0,9
16544,0,0,1
16545,0,0,8
16546,2,1,6
16547,12,1,6
16548,0,0,9
16549,0,0,8
16550,9,1,2
16551,24,1,3
16552,3,1,6
16553,0,0,9
16554,0,0,9
16555,0,0,4
16556,0,0,5
16557,0,0,5
16558,0,0,1
16559,2,1,2
16560,20,1,2
16561,1,1,5
16562,1,1,2
16563,0,0,3
16564,5,1,0
16565,0,0,1
16566,0,0,4
16567,17,1,3
16568,0,0,0
16569,0,0,5
16570,0,0,9
16571,0,0,5
16572,0,0,3
16573,23,1,4
16574,20,1,5
16575,3,1,9
16576,0,0,9
16577,0,0,2
16578,0,0,9
16579,0,0,1
16580,0,0,3
16581,0,0,4
16582,5,1,4
16583,1,1,5
16584,12,1,6
16585,0,0,2
16586,0,0,1
16587,0,0,5
16588,2,1,3
16589,0,0,7
16590,0,0,3
16591,5,1,2
16592,0,0,3
16593,0,0,1
16594,5,1,0
16595,0,0,1
16596,0,0,7
16597,0,0,9
16598,0,0,5
16599,0,0,0
16600,0,0,0
16601,0,0,3
16602,5,1,6
16603,0,0,5
16604,0,0,8
16605,0,0,5
16606,0,0,5
16607,0,0,2
16608,7,1,6
16609,0,0,9
16610,7,1,3
16611,15,1,2
16612,26,1,4
16613,0,0,9
16614,1,1,4
16615,5,1,6
16616,0,0,5
16617,2,1,2
16618,0,0,4
16619,1,1,6
16620,0,0,1
16621,3,1,2
16622,0,0,1
16623,0,0,6
16624,2,1,4
16625,0,0,1
16626,0,0,9
16627,0,0,1
16628,0,0,1
16629,3,1,2
16630,0,0,1
16631,0,0,9
16632,0,0,1
16633,8,1,6
16634,0,0,9
16635,0,0,1
16636,1,1,5
16637,0,0,5
16638,0,0,5
16639,0,0,6
16640,10,1,6
16641,0,0,6
16642,3,1,0
16643,0,0,7
16644,0,0,2
16645,0,0,9
16646,0,0,8
16647,0,0,7
16648,0,0,2
16649,0,0,8
16650,0,0,2
16651,0,0,7
16652,18,1,2
16653,0,0,8
16654,0,0,0
16655,0,0,4
16656,0,0,7
16657,0,0,1
16658,0,0,6
16659,0,0,5
16660,4,1,6
16661,0,0,0
16662,0,0,5
16663,2,1,0
16664,0,0,1
16665,1,1,4
16666,1,1,8
16667,11,1,8
16668,33,1,7
16669,0,0,8
16670,0,0,7
16671,1,1,7
16672,0,0,8
16673,0,0,3
16674,0,0,2
16675,0,0,9
16676,0,0,3
16677,0,0,9
16678,0,0,8
16679,0,0,8
16680,21,1,6
16681,0,0,1
16682,0,0,2
16683,0,0,2
16684,0,0,8
16685,0,0,3
16686,0,0,5
16687,0,0,9
16688,20,1,3
16689,26,1,2
16690,0,0,5
16691,200,1,4
16692,23,1,6
16693,0,0,7
16694,0,0,1
16695,0,0,1
16696,0,0,7
16697,1,1,9
16698,1,1,4
16699,2,1,2
16700,0,0,1
16701,0,0,7
16702,0,0,0
16703,0,0,3
16704,23,1,6
16705,4,1,2
16706,0,0,4
16707,13,1,6
16708,0,0,8
16709,0,0,6
16710,0,0,2
16711,3,1,7
16712,0,0,9
16713,0,0,8
16714,4,1,6
16715,2,1,2
16716,0,0,3
16717,0,0,2
16718,0,0,5
16719,0,0,3
16720,0,0,0
16721,0,0,9
16722,0,0,2
16723,1,1,8
16724,0,0,8
16725,1,1,8
16726,41,1,0
16727,0,0,7
16728,0,0,9
16729,1,1,6
16730,2,1,1
16731,3,1,5
16732,0,0,5
16733,21,1,6
16734,0,0,4
16735,0,0,4
16736,0,0,4
16737,0,0,3
16738,200,1,6
16739,6,1,3
16740,0,0,0
16741,0,0,7
16742,0,0,0
16743,0,0,9
16744,1,1,2
16745,8,1,0
16746,0,0,7
16747,31,1,2
16748,4,1,3
16749,0,0,9
16750,0,0,5
16751,20,1,9
16752,4,1,3
16753,0,0,1
16754,0,0,7
16755,1,1,2
16756,7,1,8
16757,0,0,7
16758,1,1,0
16759,0,0,9
16760,0,0,9
16761,0,0,8
16762,24,1,2
16763,0,0,5
16764,1,1,4
16765,21,1,0
16766,0,0,8
16767,0,0,9
16768,19,1,0
16769,0,0,0
16770,0,0,2
16771,0,0,5
16772,3,1,4
16773,0,0,9
16774,0,0,9
16775,0,0,5
16776,1,1,6
16777,0,0,2
16778,6,1,8
16779,8,1,2
16780,0,0,0
16781,1,1,6
16782,16,1,2
16783,2,1,7
16784,0,0,9
16785,1,1,2
16786,7,1,6
16787,0,0,9
16788,0,0,4
16789,13,1,3
16790,16,1,2
16791,0,0,8
16792,0,0,1
16793,0,0,7
16794,3,1,6
16795,0,0,7
16796,0,0,7
16797,0,0,8
16798,0,0,1
16799,12,1,3
16800,0,0,9
16801,4,1,3
16802,0,0,9
16803,1,1,4
16804,14,1,4
16805,0,0,2
16806,0,0,1
16807,4,1,6
16808,26,1,4
16809,0,0,9
16810,2,1,6
16811,0,0,7
16812,0,0,4
16813,2,1,9
16814,0,0,0
16815,0,0,1
16816,0,0,9
16817,0,0,9
16818,0,0,6
16819,0,0,3
16820,0,0,8
16821,1,1,4
16822,18,1,0
16823,1,1,4
16824,1,1,8
16825,0,0,7
16826,1,1,2
16827,1,1,2
16828,7,1,2
16829,0,0,2
16830,1,1,2
16831,0,0,7
16832,1,1,4
16833,6,1,4
16834,0,0,2
16835,1,1,6
16836,0,0,1
16837,0,0,6
16838,1,1,9
16839,2,1,0
16840,15,1,6
16841,4,1,6
16842,0,0,7
16843,18,1,5
16844,0,0,6
16845,0,0,7
16846,0,0,1
16847,0,0,1
16848,0,0,8
16849,4,1,5
16850,0,0,9
16851,0,0,1
16852,0,0,5
16853,0,0,5
16854,13,1,6
16855,0,0,8
16856,0,0,1
16857,0,0,0
16858,15,1,0
16859,7,1,3
16860,1,1,9
16861,0,0,5
16862,0,0,3
16863,0,0,5
16864,1,1,0
16865,0,0,9
16866,0,0,1
16867,1,1,0
16868,14,1,6
16869,1,1,7
16870,0,0,4
16871,2,1,4
16872,26,1,7
16873,0,0,2
16874,0,0,6
16875,0,0,5
16876,0,0,5
16877,3,1,6
16878,17,1,6
16879,1,1,7
16880,10,1,2
16881,0,0,2
16882,0,0,8
16883,0,0,8
16884,1,1,0
16885,1,1,7
16886,0,0,5
16887,1,1,1
16888,0,0,2
16889,0,0,7
16890,0,0,1
16891,0,0,0
16892,1,1,2
16893,0,0,8
16894,24,1,6
16895,0,0,5
16896,2,1,4
16897,1,1,6
16898,6,1,3
16899,11,1,2
16900,0,0,0
16901,0,0,8
16902,4,1,7
16903,0,0,5
16904,0,0,8
16905,2,1,6
16906,0,0,9
16907,9,1,8
16908,0,0,2
16909,0,0,2
16910,1,1,2
16911,0,0,0
16912,0,0,9
16913,1,1,2
16914,0,0,5
16915,2,1,4
16916,0,0,0
16917,0,0,8
16918,7,1,6
16919,0,0,8
16920,0,0,7
16921,0,0,5
16922,0,0,5
16923,0,0,9
16924,0,0,9
16925,0,0,2
16926,0,0,1
16927,1,1,0
16928,0,0,1
16929,0,0,9
16930,1,1,2
16931,0,0,0
16932,0,0,8
16933,0,0,0
16934,0,0,9
16935,0,0,6
16936,3,1,3
16937,10,1,4
16938,0,0,7
16939,0,0,1
16940,0,0,3
16941,0,0,1
16942,0,0,5
16943,6,1,0
16944,0,0,7
16945,8,1,6
16946,15,1,4
16947,13,1,0
16948,4,1,6
16949,3,1,6
16950,0,0,8
16951,0,0,0
16952,0,0,5
16953,0,0,1
16954,0,0,1
16955,0,0,8
16956,0,0,3
16957,0,0,8
16958,0,0,9
16959,0,0,5
16960,0,0,8
16961,2,1,3
16962,2,1,8
16963,0,0,0
16964,0,0,7
16965,1,1,0
16966,1,1,2
16967,0,0,6
16968,1,1,0
16969,2,1,8
16970,0,0,9
16971,200,1,4
16972,0,0,5
16973,0,0,8
16974,0,0,7
16975,1,1,2
16976,0,0,1
16977,0,0,9
16978,0,0,2
16979,3,1,4
16980,0,0,8
16981,10,1,4
16982,0,0,6
16983,0,0,8
16984,0,0,8
16985,0,0,0
16986,26,1,4
16987,0,0,7
16988,0,0,7
16989,0,0,8
16990,0,0,5
16991,0,0,2
16992,30,1,4
16993,0,0,5
16994,0,0,8
16995,0,0,5
16996,3,1,4
16997,12,1,4
16998,4,1,8
16999,2,1,4
17000,0,0,5
17001,0,0,0
17002,0,0,9
17003,0,0,9
17004,0,0,9
17005,0,0,7
17006,0,0,7
17007,0,0,4
17008,0,0,3
17009,14,1,9
17010,2,1,6
17011,0,0,8
17012,2,1,6
17013,0,0,3
17014,0,0,7
17015,0,0,1
17016,0,0,7
17017,3,1,7
17018,4,1,6
17019,0,0,2
17020,0,0,5
17021,0,0,7
17022,0,0,6
17023,3,1,2
17024,0,0,0
17025,0,0,8
17026,1,1,4
17027,0,0,5
17028,0,0,5
17029,0,0,0
17030,6,1,5
17031,0,0,8
17032,0,0,8
17033,0,0,4
17034,3,1,4
17035,0,0,9
17036,0,0,9
17037,1,1,3
17038,7,1,2
17039,0,0,5
17040,0,0,4
17041,1,1,0
17042,0,0,1
17043,0,0,8
17044,2,1,4
17045,0,0,5
17046,8,1,6
17047,0,0,9
17048,4,1,0
17049,0,0,6
17050,0,0,2
17051,0,0,8
17052,0,0,0
17053,29,1,2
17054,13,1,6
17055,0,0,7
17056,0,0,8
17057,0,0,0
17058,0,0,7
17059,17,1,3
17060,0,0,5
17061,5,1,6
17062,1,1,6
17063,0,0,7
17064,20,1,0
17065,0,0,9
17066,0,0,7
17067,0,0,2
17068,0,0,8
17069,0,0,6
17070,0,0,5
17071,0,0,0
17072,0,0,1
17073,0,0,3
17074,0,0,8
17075,11,1,3
17076,4,1,8
17077,0,0,3
17078,0,0,2
17079,14,1,2
17080,0,0,7
17081,0,0,1
17082,0,0,7
17083,1,1,7
17084,15,1,3
17085,0,0,5
17086,1,1,0
17087,0,0,0
17088,0,0,6
17089,0,0,0
17090,0,0,7
17091,23,1,6
17092,0,0,9
17093,0,0,2
17094,0,0,5
17095,0,0,5
17096,0,0,5
17097,13,1,6
17098,0,0,9
17099,13,1,6
17100,0,0,6
17101,0,0,2
17102,0,0,5
17103,31,1,4
17104,0,0,0
17105,0,0,4
17106,0,0,3
17107,1,1,0
17108,0,0,8
17109,22,1,6
17110,9,1,5
17111,0,0,3
17112,0,0,7
17113,0,0,1
17114,0,0,0
17115,24,1,6
17116,0,0,4
17117,0,0,9
17118,2,1,6
17119,0,0,1
17120,2,1,6
17121,0,0,0
17122,2,1,3
17123,0,0,5
17124,31,1,0
17125,0,0,5
17126,0,0,4
17127,0,0,5
17128,0,0,2
17129,0,0,9
17130,2,1,2
17131,15,1,2
17132,0,0,2
17133,0,0,9
17134,0,0,8
17135,5,1,4
17136,0,0,8
17137,8,1,4
17138,0,0,0
17139,1,1,3
17140,0,0,3
17141,0,0,8
17142,0,0,9
17143,18,1,2
17144,4,1,2
17145,8,1,6
17146,30,1,0
17147,0,0,9
17148,0,0,3
17149,0,0,6
17150,0,0,4
17151,1,1,0
17152,0,0,8
17153,2,1,6
17154,0,0,3
17155,0,0,5
17156,3,1,3
17157,0,0,7
17158,0,0,1
17159,7,1,8
17160,0,0,5
17161,0,0,5
17162,1,1,7
17163,0,0,5
17164,0,0,0
17165,0,0,0
17166,0,0,8
17167,0,0,0
17168,0,0,1
17169,0,0,3
17170,4,1,4
17171,0,0,9
17172,0,0,1
17173,2,1,9
17174,0,0,1
17175,0,0,7
17176,0,0,1
17177,0,0,2
17178,22,1,9
17179,9,1,4
17180,1,1,6
17181,3,1,7
17182,0,0,8
17183,1,1,8
17184,0,0,8
17185,0,0,1
17186,0,0,4
17187,0,0,6
17188,14,1,6
17189,2,1,5
17190,0,0,5
17191,34,1,0
17192,0,0,1
17193,0,0,7
17194,0,0,3
17195,24,1,0
17196,0,0,1
17197,0,0,1
17198,0,0,5
17199,0,0,1
17200,0,0,2
17201,0,0,9
17202,8,1,0
