indices,forgetting counts,forgettable,targets
13568,0,0,4
13569,2,1,7
13570,6,1,0
13571,5,1,1
13572,0,0,8
13573,0,0,6
13574,1,1,8
13575,4,1,0
13576,0,0,8
13577,3,1,9
13578,0,0,0
13579,1,1,5
13580,11,1,9
13581,25,1,3
13582,0,0,8
13583,6,1,0
13584,4,1,3
13585,0,0,2
13586,3,1,9
13587,0,0,8
13588,15,1,9
13589,9,1,6
13590,18,1,3
13591,7,1,8
13592,8,1,5
13593,1,1,3
13594,1,1,0
13595,4,1,3
13596,21,1,6
13597,20,1,7
13598,7,1,5
13599,1,1,9
13600,2,1,6
13601,0,0,3
13602,17,1,3
13603,8,1,6
13604,5,1,5
13605,0,0,7
13606,0,0,8
13607,0,0,6
13608,7,1,1
13609,8,1,9
13610,9,1,5
13611,10,1,6
13612,6,1,3
13613,3,1,0
13614,6,1,8
13615,0,0,1
13616,12,1,8
13617,0,0,6
13618,19,1,5
13619,14,1,6
13620,10,1,8
13621,20,1,2
13622,0,0,7
13623,0,0,8
13624,2,1,5
13625,20,1,9
13626,22,1,2
13627,1,1,0
13628,9,1,7
13629,5,1,0
13630,9,1,3
13631,0,0,7
13632,0,0,7
13633,3,1,8
13634,27,1,6
13635,0,0,6
13636,12,1,4
13637,3,1,2
13638,0,0,7
13639,1,1,2
13640,4,1,2
13641,25,1,8
13642,15,1,9
13643,2,1,2
13644,0,0,5
13645,0,0,7
13646,1,1,4
13647,0,0,1
13648,6,1,2
13649,14,1,0
13650,1,1,0
13651,1,1,5
13652,12,1,4
13653,1,1,3
13654,1,1,4
13655,24,1,2
13656,23,1,0
13657,14,1,9
13658,11,1,5
13659,3,1,2
13660,0,0,0
13661,2,1,3
13662,1,1,9
13663,4,1,4
13664,1,1,4
13665,0,0,9
13666,21,1,8
13667,3,1,1
13668,0,0,0
13669,1,1,9
13670,1,1,9
13671,13,1,2
13672,0,0,8
13673,16,1,5
13674,0,0,8
13675,1,1,2
13676,2,1,5
13677,18,1,2
13678,5,1,3
13679,0,0,5
13680,26,1,5
13681,0,0,4
13682,11,1,2
13683,0,0,6
13684,0,0,8
13685,15,1,5
13686,27,1,3
13687,20,1,6
13688,15,1,3
13689,4,1,5
13690,21,1,9
13691,1,1,4
13692,2,1,6
13693,1,1,8
13694,18,1,8
13695,0,0,8
13696,0,0,7
13697,0,0,1
13698,19,1,2
13699,0,0,9
13700,15,1,3
13701,2,1,1
13702,2,1,8
13703,14,1,7
13704,1,1,9
13705,1,1,9
13706,0,0,7
13707,15,1,0
13708,0,0,4
13709,14,1,7
13710,19,1,0
13711,24,1,9
13712,3,1,0
13713,18,1,1
13714,1,1,0
13715,6,1,4
13716,8,1,0
13717,9,1,9
13718,1,1,7
13719,6,1,6
13720,0,0,8
13721,0,0,5
13722,24,1,1
13723,0,0,6
13724,3,1,9
13725,3,1,3
13726,2,1,4
13727,10,1,2
13728,3,1,8
13729,1,1,8
13730,0,0,9
13731,7,1,8
13732,10,1,7
13733,18,1,3
13734,0,0,6
13735,8,1,2
13736,0,0,6
13737,1,1,7
13738,1,1,8
13739,0,0,9
13740,0,0,1
13741,1,1,7
13742,0,0,1
13743,8,1,8
13744,20,1,8
13745,0,0,9
13746,2,1,4
13747,12,1,0
13748,3,1,3
13749,0,0,7
13750,16,1,3
13751,10,1,0
13752,20,1,2
13753,2,1,6
13754,13,1,6
13755,1,1,1
13756,6,1,6
13757,12,1,2
13758,20,1,5
13759,0,0,2
13760,10,1,4
13761,15,1,2
13762,1,1,4
13763,0,0,1
13764,6,1,4
13765,2,1,5
13766,3,1,1
13767,3,1,9
13768,0,0,1
13769,10,1,4
13770,4,1,2
13771,0,0,9
13772,4,1,4
13773,11,1,5
13774,0,0,1
13775,2,1,7
13776,0,0,6
13777,24,1,2
13778,22,1,4
13779,24,1,9
13780,0,0,9
13781,12,1,5
13782,0,0,9
13783,2,1,6
13784,6,1,1
13785,3,1,4
13786,24,1,2
13787,17,1,4
13788,18,1,8
13789,0,0,7
13790,0,0,7
13791,1,1,9
13792,3,1,5
13793,7,1,3
13794,0,0,2
13795,1,1,9
13796,17,1,6
13797,4,1,6
13798,0,0,9
13799,4,1,7
13800,1,1,0
13801,5,1,0
13802,2,1,6
13803,6,1,4
13804,9,1,6
13805,23,1,5
13806,12,1,6
13807,0,0,9
13808,13,1,8
13809,2,1,9
13810,8,1,8
13811,4,1,3
13812,2,1,2
13813,3,1,3
13814,0,0,2
13815,19,1,4
13816,0,0,8
13817,0,0,0
13818,0,0,7
13819,17,1,2
13820,28,1,2
13821,1,1,1
13822,9,1,3
13823,5,1,1
13824,19,1,3
13825,23,1,6
13826,4,1,3
13827,0,0,9
13828,5,1,4
13829,18,1,5
13830,23,1,3
13831,0,0,2
13832,2,1,4
13833,1,1,0
13834,13,1,4
13835,1,1,0
13836,20,1,8
13837,2,1,2
13838,7,1,6
13839,0,0,1
13840,2,1,5
13841,0,0,0
13842,22,1,5
13843,0,0,1
13844,4,1,6
13845,1,1,1
13846,16,1,4
13847,22,1,6
13848,1,1,2
13849,0,0,1
13850,0,0,0
13851,0,0,8
13852,0,0,1
13853,1,1,2
13854,11,1,8
13855,6,1,4
13856,0,0,2
13857,20,1,3
13858,12,1,1
13859,2,1,8
13860,20,1,0
13861,0,0,0
13862,1,1,3
13863,18,1,4
13864,2,1,0
13865,10,1,5
13866,2,1,6
13867,1,1,9
13868,7,1,8
13869,0,0,9
13870,0,0,9
13871,16,1,4
13872,0,0,5
13873,11,1,3
13874,10,1,8
13875,8,1,4
13876,9,1,0
13877,17,1,1
13878,6,1,6
13879,5,1,2
13880,0,0,0
13881,2,1,9
13882,4,1,4
13883,10,1,8
13884,0,0,1
13885,3,1,5
13886,0,0,8
13887,0,0,4
13888,0,0,7
13889,3,1,9
13890,0,0,6
13891,18,1,2
13892,1,1,7
13893,0,0,8
13894,1,1,0
13895,26,1,1
13896,5,1,4
13897,0,0,1
13898,1,1,2
13899,3,1,1
13900,1,1,7
13901,0,0,2
13902,0,0,0
13903,1,1,4
13904,13,1,9
13905,16,1,4
13906,1,1,9
13907,8,1,3
13908,0,0,1
13909,1,1,4
13910,0,0,9
13911,9,1,5
13912,1,1,8
13913,1,1,3
13914,0,0,3
13915,25,1,0
13916,0,0,6
13917,1,1,9
13918,21,1,3
13919,0,0,9
13920,3,1,6
13921,1,1,6
13922,3,1,1
13923,4,1,8
13924,10,1,1
13925,25,1,3
13926,9,1,5
13927,4,1,4
13928,9,1,3
13929,1,1,8
13930,6,1,5
13931,17,1,3
13932,1,1,6
13933,14,1,4
13934,17,1,2
13935,21,1,7
13936,17,1,2
13937,17,1,0
13938,8,1,6
13939,0,0,6
13940,5,1,1
13941,1,1,3
13942,1,1,7
13943,0,0,4
13944,3,1,1
13945,9,1,4
13946,1,1,4
13947,4,1,7
13948,8,1,5
13949,1,1,6
13950,1,1,7
13951,0,0,0
13952,2,1,1
13953,4,1,3
13954,0,0,8
13955,4,1,2
13956,4,1,6
13957,0,0,3
13958,10,1,8
13959,1,1,4
13960,9,1,5
13961,0,0,7
13962,0,0,9
13963,0,0,9
13964,1,1,0
13965,1,1,6
13966,0,0,0
13967,3,1,8
13968,0,0,1
13969,1,1,9
13970,1,1,2
13971,13,1,3
13972,1,1,4
13973,9,1,1
13974,1,1,7
13975,24,1,7
13976,6,1,3
13977,4,1,7
13978,2,1,4
13979,19,1,0
13980,20,1,5
13981,0,0,8
13982,15,1,8
13983,0,0,5
13984,9,1,4
13985,17,1,2
13986,23,1,3
13987,16,1,4
13988,5,1,6
13989,7,1,2
13990,15,1,5
13991,5,1,3
13992,4,1,8
13993,3,1,4
13994,0,0,1
13995,2,1,4
13996,12,1,1
13997,0,0,1
13998,1,1,5
13999,0,0,1
14000,0,0,4
14001,21,1,5
14002,2,1,7
14003,1,1,6
14004,6,1,5
14005,0,0,1
14006,0,0,1
14007,2,1,1
14008,1,1,9
14009,0,0,6
14010,24,1,8
14011,21,1,8
14012,0,0,2
14013,2,1,2
14014,7,1,3
14015,7,1,5
14016,0,0,9
14017,21,1,2
14018,19,1,3
14019,1,1,4
14020,0,0,9
14021,23,1,2
14022,20,1,4
14023,10,1,0
14024,21,1,6
14025,0,0,0
14026,0,0,5
14027,19,1,6
14028,1,1,8
14029,16,1,2
14030,2,1,3
14031,5,1,3
14032,4,1,3
14033,2,1,5
14034,16,1,5
14035,0,0,1
14036,3,1,4
14037,0,0,8
14038,19,1,4
14039,16,1,6
14040,3,1,1
14041,6,1,4
14042,2,1,6
14043,5,1,6
14044,21,1,7
14045,7,1,8
14046,1,1,8
14047,0,0,3
14048,1,1,1
14049,1,1,8
14050,10,1,7
14051,20,1,4
14052,0,0,0
14053,1,1,9
14054,21,1,8
14055,3,1,1
14056,21,1,0
14057,0,0,7
14058,1,1,8
14059,0,0,9
14060,2,1,4
14061,0,0,1
14062,15,1,2
14063,0,0,2
14064,0,0,3
14065,1,1,6
14066,2,1,7
14067,0,0,1
14068,14,1,1
14069,1,1,0
14070,6,1,3
14071,24,1,9
14072,16,1,9
14073,1,1,4
14074,1,1,1
14075,2,1,4
14076,2,1,5
14077,1,1,9
14078,0,0,2
14079,2,1,0
14080,0,0,0
14081,0,0,7
14082,2,1,4
14083,2,1,9
14084,0,0,6
14085,4,1,2
14086,0,0,7
14087,0,0,4
14088,3,1,2
14089,7,1,3
14090,0,0,4
14091,6,1,3
14092,0,0,1
14093,0,0,5
14094,1,1,2
14095,0,0,7
14096,0,0,1
14097,18,1,9
14098,0,0,6
14099,0,0,9
14100,0,0,9
14101,2,1,1
14102,3,1,7
14103,15,1,5
14104,16,1,4
14105,8,1,4
14106,2,1,2
14107,23,1,3
14108,16,1,3
14109,2,1,7
14110,6,1,1
14111,23,1,4
14112,0,0,9
14113,1,1,4
14114,10,1,2
14115,18,1,3
14116,0,0,0
14117,0,0,1
14118,1,1,3
14119,13,1,5
14120,20,1,2
14121,1,1,5
14122,11,1,3
14123,5,1,8
14124,0,0,0
14125,24,1,3
14126,14,1,7
14127,19,1,2
14128,0,0,0
14129,0,0,1
14130,0,0,7
14131,14,1,6
14132,8,1,8
14133,5,1,6
14134,4,1,4
14135,5,1,2
14136,6,1,0
14137,11,1,0
14138,1,1,0
14139,0,0,6
14140,2,1,5
14141,5,1,8
14142,10,1,4
14143,0,0,7
14144,5,1,7
14145,29,1,1
14146,0,0,2
14147,0,0,4
14148,10,1,3
14149,1,1,8
14150,24,1,7
14151,2,1,4
14152,6,1,4
14153,1,1,0
14154,0,0,2
14155,16,1,3
14156,1,1,2
14157,13,1,2
14158,2,1,8
14159,20,1,5
14160,2,1,5
14161,11,1,3
14162,0,0,6
14163,3,1,6
14164,8,1,4
14165,0,0,1
14166,6,1,8
14167,5,1,1
14168,6,1,1
14169,1,1,0
14170,5,1,9
14171,7,1,3
14172,17,1,2
14173,3,1,9
14174,11,1,2
14175,0,0,2
14176,12,1,8
14177,7,1,9
14178,0,0,6
14179,1,1,9
14180,9,1,2
14181,1,1,4
14182,0,0,1
14183,13,1,8
14184,4,1,5
14185,1,1,5
14186,13,1,4
14187,8,1,3
14188,0,0,6
14189,0,0,9
14190,2,1,0
14191,1,1,7
14192,11,1,2
14193,15,1,0
14194,16,1,0
14195,4,1,2
14196,0,0,7
14197,2,1,9
14198,0,0,9
14199,2,1,2
14200,0,0,6
14201,0,0,1
14202,0,0,7
14203,0,0,0
14204,0,0,1
14205,1,1,9
14206,18,1,2
14207,3,1,8
14208,0,0,8
14209,1,1,1
14210,1,1,0
14211,1,1,8
14212,22,1,6
14213,0,0,0
14214,11,1,7
14215,0,0,7
14216,12,1,0
14217,0,0,9
14218,0,0,7
14219,1,1,7
14220,0,0,9
14221,17,1,5
14222,0,0,7
14223,0,0,5
14224,0,0,9
14225,16,1,3
14226,1,1,4
14227,1,1,5
14228,7,1,2
14229,2,1,2
14230,3,1,3
14231,8,1,6
14232,26,1,3
14233,11,1,7
14234,0,0,3
14235,13,1,4
14236,2,1,6
14237,4,1,3
14238,1,1,1
14239,17,1,3
14240,12,1,1
14241,5,1,6
14242,2,1,7
14243,2,1,4
14244,27,1,4
14245,0,0,8
14246,1,1,5
14247,3,1,1
14248,0,0,2
14249,0,0,1
14250,19,1,9
14251,2,1,4
14252,12,1,2
14253,9,1,3
14254,0,0,7
14255,9,1,4
14256,9,1,4
14257,0,0,6
14258,0,0,4
14259,1,1,5
14260,2,1,8
14261,10,1,7
14262,2,1,4
14263,12,1,4
14264,20,1,3
14265,2,1,9
14266,16,1,2
14267,0,0,6
14268,10,1,0
14269,24,1,3
14270,8,1,2
14271,1,1,9
14272,19,1,7
14273,2,1,5
14274,0,0,6
14275,15,1,0
14276,11,1,5
14277,16,1,8
14278,0,0,9
14279,4,1,9
14280,2,1,2
14281,0,0,8
14282,6,1,3
14283,24,1,4
14284,9,1,4
14285,7,1,2
14286,1,1,8
14287,7,1,8
14288,0,0,1
14289,21,1,3
14290,0,0,7
14291,18,1,6
14292,19,1,8
14293,0,0,6
14294,7,1,2
14295,6,1,9
14296,9,1,2
14297,15,1,3
14298,0,0,5
14299,24,1,2
14300,0,0,1
14301,1,1,7
14302,1,1,1
14303,0,0,4
14304,0,0,2
14305,8,1,4
14306,14,1,8
14307,0,0,0
14308,1,1,2
14309,6,1,0
14310,0,0,4
14311,26,1,1
14312,1,1,0
14313,24,1,3
14314,24,1,2
14315,4,1,3
14316,6,1,4
14317,0,0,2
14318,4,1,8
14319,0,0,7
14320,2,1,5
14321,2,1,3
14322,12,1,5
14323,1,1,9
14324,7,1,4
14325,0,0,0
14326,9,1,9
14327,22,1,2
14328,0,0,8
14329,2,1,0
14330,14,1,3
14331,4,1,5
14332,0,0,9
14333,12,1,7
14334,4,1,0
14335,3,1,0
14336,3,1,1
14337,5,1,5
14338,4,1,9
14339,4,1,1
14340,5,1,3
14341,2,1,0
14342,0,0,6
14343,17,1,0
14344,9,1,3
14345,0,0,6
14346,4,1,5
14347,17,1,0
14348,2,1,8
14349,2,1,7
14350,1,1,0
14351,17,1,1
14352,1,1,6
14353,15,1,2
14354,6,1,8
14355,18,1,5
14356,3,1,7
14357,12,1,9
14358,0,0,1
14359,2,1,4
14360,3,1,2
14361,0,0,9
14362,0,0,4
14363,9,1,7
14364,3,1,2
14365,0,0,0
14366,1,1,5
14367,0,0,1
14368,6,1,3
14369,0,0,8
14370,0,0,7
14371,0,0,2
14372,0,0,7
14373,21,1,3
14374,0,0,7
14375,1,1,7
14376,0,0,1
14377,0,0,4
14378,0,0,1
14379,0,0,1
14380,24,1,3
14381,7,1,1
14382,5,1,4
14383,22,1,2
14384,4,1,1
14385,1,1,4
14386,8,1,3
14387,2,1,9
14388,2,1,4
14389,4,1,8
14390,0,0,0
14391,2,1,5
14392,0,0,6
14393,13,1,0
14394,0,0,7
14395,3,1,6
14396,5,1,4
14397,11,1,4
14398,0,0,7
14399,12,1,2
14400,0,0,7
14401,7,1,9
14402,0,0,8
14403,2,1,7
14404,0,0,2
14405,23,1,5
14406,23,1,9
14407,3,1,0
14408,1,1,5
14409,0,0,1
14410,0,0,4
14411,1,1,6
14412,0,0,4
14413,9,1,0
14414,8,1,6
14415,4,1,4
14416,0,0,7
14417,1,1,1
14418,6,1,4
14419,7,1,3
14420,0,0,9
14421,14,1,2
14422,17,1,3
14423,22,1,2
14424,14,1,9
14425,0,0,1
14426,5,1,2
14427,0,0,8
14428,1,1,6
14429,16,1,4
14430,0,0,7
14431,0,0,7
14432,10,1,5
14433,0,0,9
14434,18,1,0
14435,4,1,2
14436,0,0,9
14437,10,1,5
14438,2,1,8
14439,0,0,2
14440,9,1,4
14441,1,1,0
14442,1,1,8
14443,0,0,6
14444,3,1,6
14445,2,1,1
14446,0,0,7
14447,2,1,4
14448,10,1,1
14449,10,1,7
14450,0,0,0
14451,10,1,1
14452,0,0,7
14453,7,1,5
14454,17,1,3
14455,0,0,1
14456,5,1,0
14457,7,1,6
14458,1,1,9
14459,6,1,2
14460,4,1,0
14461,0,0,1
14462,5,1,9
14463,7,1,2
14464,0,0,8
14465,3,1,5
14466,2,1,3
14467,1,1,9
14468,8,1,0
14469,9,1,4
14470,0,0,1
14471,7,1,9
14472,0,0,2
14473,1,1,2
14474,20,1,4
14475,2,1,9
14476,9,1,6
14477,0,0,5
14478,6,1,2
14479,0,0,0
14480,9,1,6
14481,1,1,1
14482,10,1,0
14483,1,1,8
14484,2,1,4
14485,21,1,3
14486,1,1,0
14487,15,1,0
14488,9,1,0
14489,0,0,7
14490,27,1,4
14491,15,1,3
14492,23,1,4
14493,1,1,7
14494,1,1,3
14495,3,1,5
14496,15,1,2
14497,1,1,8
14498,0,0,1
14499,16,1,0
14500,22,1,2
14501,0,0,1
14502,10,1,1
14503,5,1,7
14504,14,1,5
14505,0,0,6
14506,16,1,9
14507,0,0,1
14508,0,0,6
14509,8,1,0
14510,14,1,9
14511,5,1,3
14512,0,0,1
14513,6,1,6
14514,5,1,6
14515,0,0,9
14516,10,1,4
14517,0,0,7
14518,0,0,1
14519,0,0,1
14520,13,1,0
14521,1,1,4
14522,3,1,5
14523,25,1,9
14524,0,0,1
14525,0,0,9
14526,23,1,3
14527,4,1,3
14528,2,1,0
14529,0,0,8
14530,0,0,5
14531,0,0,7
14532,1,1,4
14533,5,1,5
14534,1,1,0
14535,0,0,4
14536,2,1,3
14537,2,1,7
14538,5,1,1
14539,5,1,8
14540,0,0,7
14541,2,1,9
14542,0,0,8
14543,10,1,3
14544,22,1,6
14545,23,1,9
14546,3,1,1
14547,0,0,6
14548,0,0,0
14549,1,1,1
14550,1,1,0
14551,14,1,8
14552,1,1,9
14553,0,0,6
14554,18,1,3
14555,10,1,4
14556,2,1,7
14557,2,1,4
14558,25,1,3
14559,4,1,2
14560,4,1,4
14561,1,1,7
14562,6,1,9
14563,0,0,9
14564,0,0,9
14565,1,1,8
14566,0,0,4
14567,0,0,0
14568,25,1,3
14569,3,1,2
14570,5,1,5
14571,13,1,9
14572,2,1,9
14573,1,1,4
14574,17,1,3
14575,11,1,3
14576,8,1,4
14577,0,0,7
14578,12,1,3
14579,14,1,5
14580,12,1,3
14581,0,0,8
14582,1,1,7
14583,20,1,2
14584,4,1,4
14585,12,1,0
14586,1,1,9
14587,3,1,8
14588,2,1,2
14589,1,1,7
14590,1,1,3
14591,5,1,0
14592,17,1,0
14593,0,0,1
14594,18,1,0
14595,2,1,2
14596,20,1,7
14597,2,1,0
14598,2,1,1
14599,15,1,9
14600,1,1,4
14601,12,1,2
14602,19,1,2
14603,1,1,7
14604,0,0,6
14605,5,1,3
14606,6,1,8
14607,3,1,4
14608,0,0,6
14609,13,1,9
14610,0,0,9
14611,6,1,7
14612,0,0,4
14613,2,1,8
14614,17,1,7
14615,5,1,0
14616,7,1,9
14617,4,1,9
14618,0,0,4
14619,4,1,2
14620,19,1,2
14621,1,1,6
14622,12,1,6
14623,1,1,3
14624,3,1,8
14625,1,1,6
14626,0,0,9
14627,13,1,5
14628,10,1,6
14629,6,1,6
14630,3,1,7
14631,1,1,6
14632,16,1,5
14633,1,1,7
14634,9,1,4
14635,0,0,4
14636,0,0,7
14637,0,0,8
14638,0,0,6
14639,2,1,6
14640,21,1,2
14641,1,1,7
14642,15,1,8
14643,0,0,1
14644,2,1,4
14645,13,1,4
14646,1,1,2
14647,14,1,3
14648,0,0,8
14649,0,0,4
14650,0,0,5
14651,27,1,3
14652,1,1,0
14653,1,1,7
14654,1,1,0
14655,2,1,2
14656,0,0,4
14657,6,1,5
14658,2,1,2
14659,0,0,1
14660,0,0,6
14661,27,1,9
14662,0,0,1
14663,14,1,5
14664,7,1,4
14665,3,1,8
14666,1,1,0
14667,15,1,4
14668,0,0,1
14669,6,1,5
14670,0,0,4
14671,0,0,7
14672,4,1,2
14673,17,1,5
14674,4,1,3
14675,13,1,2
14676,0,0,1
14677,1,1,5
14678,4,1,6
14679,0,0,6
14680,1,1,7
14681,16,1,5
14682,7,1,5
14683,1,1,9
14684,11,1,8
14685,0,0,3
14686,0,0,7
14687,1,1,9
14688,13,1,2
14689,12,1,0
14690,14,1,4
14691,0,0,5
14692,20,1,7
14693,4,1,8
14694,8,1,6
14695,1,1,9
14696,0,0,5
14697,4,1,2
14698,7,1,0
14699,11,1,4
14700,0,0,5
14701,2,1,6
14702,0,0,3
14703,0,0,3
14704,21,1,4
14705,2,1,9
14706,22,1,3
14707,1,1,5
14708,16,1,0
14709,22,1,3
14710,0,0,8
14711,1,1,8
14712,12,1,0
14713,3,1,1
14714,0,0,8
14715,31,1,2
14716,0,0,1
14717,1,1,1
14718,5,1,8
14719,0,0,6
14720,17,1,2
14721,0,0,1
14722,0,0,1
14723,0,0,9
14724,10,1,5
14725,1,1,7
14726,0,0,4
14727,4,1,0
14728,0,0,8
14729,3,1,8
14730,1,1,3
14731,0,0,9
14732,6,1,0
14733,0,0,7
14734,7,1,5
14735,4,1,3
14736,3,1,8
14737,1,1,4
14738,2,1,7
14739,3,1,2
14740,5,1,1
14741,0,0,7
14742,14,1,7
14743,1,1,9
14744,2,1,4
14745,0,0,7
14746,0,0,6
14747,7,1,4
14748,1,1,5
14749,2,1,6
14750,1,1,5
14751,2,1,3
14752,0,0,2
14753,0,0,8
14754,9,1,0
14755,11,1,6
14756,0,0,2
14757,0,0,7
14758,1,1,7
14759,2,1,5
14760,4,1,5
14761,2,1,2
14762,7,1,5
14763,23,1,5
14764,10,1,1
14765,0,0,9
14766,1,1,8
14767,5,1,8
14768,6,1,2
14769,2,1,2
14770,0,0,2
14771,0,0,7
14772,0,0,6
14773,11,1,4
14774,24,1,2
14775,11,1,7
14776,0,0,1
14777,8,1,4
14778,12,1,0
14779,1,1,3
14780,2,1,7
14781,2,1,4
14782,0,0,0
14783,0,0,9
14784,3,1,9
14785,1,1,2
14786,2,1,4
14787,1,1,4
14788,5,1,7
14789,3,1,4
14790,4,1,8
14791,20,1,5
14792,1,1,5
14793,0,0,2
14794,8,1,3
14795,3,1,1
14796,3,1,0
14797,2,1,5
14798,21,1,4
14799,0,0,7
14800,17,1,3
14801,2,1,7
14802,16,1,5
14803,1,1,9
14804,7,1,8
14805,6,1,1
14806,0,0,0
14807,7,1,0
14808,0,0,7
14809,1,1,9
14810,0,0,4
14811,17,1,2
14812,0,0,2
14813,10,1,9
14814,9,1,2
14815,1,1,4
14816,4,1,4
14817,4,1,3
14818,6,1,7
14819,25,1,2
14820,27,1,3
14821,7,1,8
14822,3,1,7
14823,0,0,8
14824,0,0,6
14825,0,0,9
14826,0,0,8
14827,2,1,4
14828,0,0,6
14829,0,0,2
14830,4,1,6
14831,0,0,8
14832,1,1,8
14833,0,0,6
14834,1,1,2
14835,2,1,2
14836,4,1,1
14837,19,1,7
14838,15,1,6
14839,0,0,2
14840,0,0,2
14841,4,1,5
14842,4,1,2
14843,0,0,2
14844,0,0,1
14845,6,1,6
14846,1,1,8
14847,2,1,9
14848,1,1,0
14849,1,1,1
14850,24,1,5
14851,8,1,1
14852,2,1,4
14853,3,1,4
14854,2,1,8
14855,15,1,1
14856,12,1,0
14857,23,1,4
14858,0,0,4
14859,0,0,1
14860,3,1,2
14861,25,1,3
14862,0,0,7
14863,4,1,7
14864,5,1,6
14865,1,1,7
14866,1,1,8
14867,21,1,0
14868,8,1,9
14869,1,1,4
14870,0,0,8
14871,0,0,1
14872,1,1,8
14873,4,1,6
14874,0,0,1
14875,13,1,5
14876,4,1,8
14877,5,1,0
14878,0,0,1
14879,1,1,4
14880,14,1,9
14881,4,1,5
14882,2,1,4
14883,0,0,8
14884,3,1,6
14885,0,0,9
14886,5,1,4
14887,18,1,2
14888,2,1,4
14889,5,1,6
14890,0,0,1
14891,4,1,8
14892,6,1,9
14893,0,0,4
14894,13,1,6
14895,5,1,9
14896,0,0,5
14897,0,0,7
14898,11,1,0
14899,22,1,2
14900,1,1,1
14901,13,1,8
14902,0,0,9
14903,12,1,2
14904,4,1,1
14905,1,1,4
14906,0,0,6
14907,2,1,4
14908,19,1,5
14909,8,1,0
14910,1,1,7
14911,17,1,4
14912,1,1,1
14913,15,1,9
14914,4,1,4
14915,2,1,2
14916,16,1,6
14917,1,1,9
14918,13,1,2
14919,20,1,3
14920,0,0,3
14921,8,1,4
14922,20,1,8
14923,1,1,4
14924,1,1,3
14925,1,1,4
14926,2,1,2
14927,17,1,1
14928,1,1,7
14929,24,1,5
14930,13,1,2
14931,3,1,5
14932,0,0,5
14933,1,1,4
14934,0,0,8
14935,0,0,4
14936,19,1,3
14937,16,1,4
14938,9,1,3
14939,0,0,7
14940,0,0,6
14941,1,1,3
14942,28,1,3
14943,5,1,4
14944,2,1,7
14945,1,1,0
14946,2,1,2
14947,13,1,7
14948,0,0,0
14949,0,0,0
14950,2,1,6
14951,0,0,6
14952,14,1,5
14953,0,0,9
14954,2,1,9
14955,11,1,7
14956,3,1,4
14957,7,1,4
14958,2,1,0
14959,0,0,6
14960,11,1,5
14961,5,1,5
14962,7,1,3
14963,16,1,5
14964,0,0,1
14965,24,1,5
14966,11,1,1
14967,3,1,1
14968,20,1,3
14969,3,1,8
14970,4,1,9
14971,12,1,8
14972,30,1,3
14973,3,1,6
14974,1,1,4
14975,0,0,5
14976,4,1,7
14977,7,1,7
14978,1,1,1
14979,2,1,8
14980,0,0,7
14981,1,1,6
14982,2,1,8
14983,0,0,7
14984,0,0,6
14985,2,1,9
14986,16,1,3
14987,17,1,5
14988,19,1,2
14989,2,1,7
14990,0,0,9
14991,3,1,8
14992,23,1,5
14993,9,1,3
14994,0,0,6
14995,12,1,1
14996,0,0,4
14997,3,1,4
14998,10,1,9
14999,6,1,6
15000,0,0,0
15001,0,0,6
15002,0,0,7
15003,9,1,0
15004,3,1,4
15005,0,0,9
15006,3,1,5
15007,0,0,8
15008,0,0,0
15009,1,1,4
15010,4,1,3
15011,3,1,8
15012,3,1,4
15013,1,1,7
15014,0,0,1
15015,3,1,8
15016,11,1,3
15017,8,1,5
15018,3,1,4
15019,3,1,5
15020,16,1,7
15021,8,1,4
15022,2,1,8
15023,2,1,6
15024,1,1,4
15025,1,1,8
15026,0,0,6
15027,2,1,9
15028,0,0,6
15029,15,1,5
15030,3,1,0
15031,1,1,9
15032,13,1,5
15033,0,0,9
15034,0,0,2
15035,11,1,6
15036,22,1,4
15037,2,1,7
15038,3,1,6
15039,20,1,6
15040,1,1,6
15041,0,0,6
15042,9,1,1
15043,1,1,8
15044,0,0,0
15045,0,0,7
15046,0,0,8
15047,1,1,7
15048,0,0,6
15049,0,0,8
15050,13,1,6
15051,7,1,1
15052,0,0,6
15053,26,1,3
15054,0,0,2
15055,1,1,7
15056,0,0,9
15057,1,1,3
15058,10,1,7
15059,1,1,1
15060,2,1,6
15061,2,1,1
15062,1,1,9
15063,0,0,6
15064,0,0,6
15065,0,0,2
15066,0,0,9
15067,5,1,7
15068,3,1,2
15069,19,1,1
15070,5,1,7
15071,1,1,6
15072,14,1,7
15073,0,0,7
15074,9,1,5
15075,2,1,6
15076,1,1,6
15077,7,1,0
15078,0,0,6
15079,0,0,7
15080,5,1,3
15081,3,1,7
15082,0,0,9
15083,0,0,3
15084,16,1,6
15085,13,1,9
15086,19,1,0
15087,5,1,0
15088,1,1,2
15089,11,1,5
15090,1,1,9
15091,17,1,2
15092,8,1,8
15093,0,0,6
15094,3,1,2
15095,1,1,4
15096,1,1,9
15097,2,1,0
15098,0,0,7
15099,0,0,7
15100,0,0,1
15101,13,1,9
15102,1,1,0
15103,18,1,5
15104,6,1,9
15105,11,1,4
15106,12,1,3
15107,1,1,6
15108,1,1,3
15109,0,0,2
15110,8,1,6
15111,0,0,8
15112,5,1,4
15113,3,1,0
15114,0,0,1
15115,0,0,0
15116,0,0,6
15117,2,1,7
15118,1,1,2
15119,11,1,9
15120,0,0,7
